row_id,command,shortcut,game_category,function_group,frequency_tier,frequency_score,voice_phrase_suggestion,source_note
EVP-270,Toggle Overload on Medium Power Slot 7,Alt-Shift-F7,Modules,Modules and Overheat,Medium,3,toggle overload on medium power slot 7,screenshot
EVP-271,Toggle Overload on Medium Power Slot 8,Alt-Shift-F8,Modules,Modules and Overheat,Medium,3,toggle overload on medium power slot 8,screenshot
EVP-285,Toggle Selection of Tube 1,(None),Fighters,Fighters,Rare,1,toggle selection of tube 1,screenshot
EVP-286,Toggle Selection of Tube 2,(None),Fighters,Fighters,Rare,1,toggle selection of tube 2,screenshot
EVP-287,Toggle Selection of Tube 3,(None),Fighters,Fighters,Rare,1,toggle selection of tube 3,screenshot
EVP-288,Toggle Selection of Tube 4,(None),Fighters,Fighters,Rare,1,toggle selection of tube 4,screenshot
EVP-289,Toggle Selection of Tube 5,(None),Fighters,Fighters,Rare,1,toggle selection of tube 5,screenshot
EVP-290,Toggle Ship Selection,(None),Fighters,Fighters,Rare,1,toggle ship selection,screenshot
EVP-214,Toggle show all brackets,Alt-Z,Navigation,Targeting and Selection,Low,2,toggle show all brackets,screenshot
EVP-215,Toggle show no brackets,Alt-Shift-Z,Navigation,Targeting and Selection,Low,2,toggle show no brackets,screenshot
EVP-216,Toggle Special Bracket Display,Alt-Shift-X,Navigation,Targeting and Selection,Low,2,toggle special bracket display,screenshot
EVP-176,Toggle turret effects,Ctrl-Alt-Shift-T,General,Settings and System,Low,2,toggle turret effects,screenshot
EVP-177,Toggle User Interface Visibility,Ctrl-F9,General,Settings and System,Low,2,toggle user interface visibility,screenshot
EVP-178,Toggle Windowed,Alt-Enter,General,Settings and System,Low,2,toggle windowed,screenshot
EVP-137,Track,C,Combat,Targeting and Selection,Medium,3,track,screenshot
EVP-217,Turn Left,Left,Navigation,Ship Movement,Low,2,turn left,screenshot
EVP-218,Turn Right,Right,Navigation,Ship Movement,Low,2,turn right,screenshot
EVP-138,Unlock all targets,(None),Combat,Targeting and Selection,Medium,3,unlock all targets,screenshot
EVP-139,Unlock target,Ctrl-Shift,Combat,Targeting and Selection,High,4,unlock target,screenshot
EVP-140,Untag item,(None),Combat,Targeting and Selection,Low,2,untag item,screenshot
EVP-179,View Outside Structure,(None),General,Text and Window Controls,Low,2,view outside structure,screenshot
EVP-102,Wallet,Alt-W,Window,"Market, Industry and Economy",High,4,open wallet,screenshot
EVP-141,Warp to,S,Combat,Emergency and Survival,Critical,5,warp,screenshot
EVP-103,Watch List,(None),Window,Core UI Windows,Low,2,watch list,screenshot
EVP-180,Zoom In,Ctrl-Shift-A,General,Text and Window Controls,Low,2,zoom in,screenshot
EVP-181,Zoom Out,Ctrl-Shift-Z,General,Text and Window Controls,Low,2,zoom out,screenshot
